action_diversity,budget_burn_rate,budget_final,budget_initial,budget_max,budget_min,crash_type,crashed,cumulative_pe.causal.fast,cumulative_pe.causal.med,cumulative_pe.causal.slow,cumulative_pe.cost.fast,cumulative_pe.cost.med,cumulative_pe.cost.slow,cumulative_pe.quantity.fast,cumulative_pe.quantity.med,cumulative_pe.quantity.slow,cumulative_pe.temporal.fast,cumulative_pe.temporal.med,cumulative_pe.temporal.slow,final_budget,final_storage.sku_0,final_storage.sku_1,final_storage.sku_2,final_storage.sku_3,final_storage.sku_4,final_storage.sku_5,final_storage.sku_6,final_storage.sku_7,final_storage.sku_8,final_storage.sku_9,fulfilled_orders,max_repeat_streak,model_load_error,model_load_failed,most_common_action,most_common_action_count,num_repeated_actions,params.agent.interface.prediction_mode,params.agent.model.name,params.combination_id,params.pe_induction.p_shock,params.pe_induction.pe_mag,params.replication_id,params.seed,pe_causal_fast_final,pe_causal_med_final,pe_causal_slow_final,run_id,scratchpad_deletes,scratchpad_final_size,scratchpad_max_size,scratchpad_reads,scratchpad_used,scratchpad_writes,seed,total_orders_requested,total_steps,went_bankrupt
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1782.2283382434753,0,100,0,0,0,0,0,0,0,0,1,7,,False,tool_check_inbox,10,3,required,allenai/OLMo-2-1124-13B-Instruct,37,0.3,low,0,185,0.0,0.0,0.0,1771285436_42,0,0,0,0,False,0,42,4,14,False
2,0,0,0,0,0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1547.2789285767956,50,0,0,0,0,0,0,0,0,0,1,2,,False,tool_check_inbox,3,1,required,allenai/OLMo-2-1124-13B-Instruct,37,0.3,low,3,188,0.0,0.0,0.0,1771285473_42,0,0,0,0,False,0,42,3,6,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-380.4758192859608,50,0,0,0,0,0,0,0,0,0,1,35,,False,tool_check_inbox,68,4,required,allenai/OLMo-2-1124-13B-Instruct,37,0.3,low,4,189,0.0,0.0,0.0,1771285474_42,0,0,0,0,False,0,42,1,16,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,required,deepseek-ai/deepseek-llm-7b-chat,38,0.3,low,1,191,0.0,0.0,0.0,1771285509_42,0,0,0,0,False,0,42,0,56,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,required,deepseek-ai/deepseek-llm-7b-chat,38,0.3,low,2,192,0.0,0.0,0.0,1771285510_42,0,0,0,0,False,0,42,0,56,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,required,deepseek-ai/deepseek-llm-7b-chat,38,0.3,low,4,194,0.0,0.0,0.0,1771285544_42,0,0,0,0,False,0,42,0,56,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,required,deepseek-ai/deepseek-llm-7b-chat,38,0.3,low,3,193,0.0,0.0,0.0,1771285546_42,0,0,0,0,False,0,42,0,56,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-868.0554763849891,0,0,0,50,0,0,0,0,0,0,1,16,,False,tool_check_inbox,20,1,optional,meta-llama/Llama-3.1-8B-Instruct,39,0.3,low,1,196,0.0,0.0,0.0,1771285580_42,0,0,0,0,False,0,42,1,21,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,32,,False,tool_check_inbox,52,3,optional,meta-llama/Llama-3.1-8B-Instruct,39,0.3,low,0,195,0.0,0.0,0.0,1771285581_42,0,0,0,0,False,0,42,0,56,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1292.9180917118836,50,0,0,0,0,0,0,0,0,0,1,15,,False,tool_check_inbox,28,3,optional,meta-llama/Llama-3.1-8B-Instruct,39,0.3,low,2,197,0.0,0.0,0.0,1771285582_42,0,0,0,0,False,0,42,1,31,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,38,,False,tool_check_inbox,59,3,optional,meta-llama/Llama-3.1-8B-Instruct,39,0.3,low,3,198,0.0,0.0,0.0,1771285611_42,0,0,0,0,False,0,42,0,57,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4135.148608059571,0,0,100,0,0,0,0,0,0,0,1,10,,False,tool_check_inbox,40,11,optional,allenai/OLMo-2-1124-13B-Instruct,40,0.3,low,0,200,0.0,0.0,0.0,1771285612_42,0,0,0,0,False,0,42,5,53,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3606.06396748741,160,0,0,0,0,0,0,0,0,0,1,11,,False,tool_check_inbox,45,12,optional,allenai/OLMo-2-1124-13B-Instruct,40,0.3,low,3,203,0.0,0.0,0.0,1771285685_42,0,0,0,0,False,0,42,1,13,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-968.882295219207,50,0,0,0,0,0,0,0,0,0,1,65,,False,tool_check_inbox,101,10,optional,allenai/OLMo-2-1124-13B-Instruct,40,0.3,low,4,204,0.0,0.0,0.0,1771285731_42,0,0,0,0,False,0,42,4,56,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,55,,False,tool_check_inbox,58,1,optional,deepseek-ai/deepseek-llm-7b-chat,41,0.3,low,2,207,0.0,0.0,0.0,1771285818_42,0,0,0,0,False,0,42,0,59,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,optional,deepseek-ai/deepseek-llm-7b-chat,41,0.3,low,1,206,0.0,0.0,0.0,1771285820_42,0,0,0,0,False,0,42,0,56,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,optional,deepseek-ai/deepseek-llm-7b-chat,41,0.3,low,3,208,0.0,0.0,0.0,1771285821_42,0,0,0,0,False,0,42,0,56,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,52,,False,tool_check_inbox,132,5,required,meta-llama/Llama-3.1-8B-Instruct,42,0.3,high,1,211,0.0,0.0,0.0,1771285893_42,0,0,0,0,False,0,42,0,59,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,39,,False,tool_check_inbox,82,2,required,meta-llama/Llama-3.1-8B-Instruct,42,0.3,high,2,212,0.0,0.0,0.0,1771285970_42,0,0,0,0,False,0,42,0,56,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,45,,False,tool_check_inbox,77,7,required,meta-llama/Llama-3.1-8B-Instruct,42,0.3,high,4,214,0.0,0.0,0.0,1771286054_42,0,0,0,0,False,0,42,0,56,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-430.9348566648822,60,0,0,0,0,0,0,0,0,0,1,11,,False,tool_check_inbox,40,6,required,allenai/OLMo-2-1124-13B-Instruct,43,0.3,high,2,217,0.0,0.0,0.0,1771286080_42,0,0,0,0,False,0,42,4,51,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3070.020949498755,71,0,0,0,0,0,0,0,0,0,1,16,,False,tool_check_inbox,89,10,required,allenai/OLMo-2-1124-13B-Instruct,43,0.3,high,4,219,0.0,0.0,0.0,1771286120_42,0,0,0,0,False,0,42,4,23,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,32,,False,tool_check_inbox,55,1,required,deepseek-ai/deepseek-llm-7b-chat,44,0.3,high,2,222,0.0,0.0,0.0,1771286161_42,0,0,0,0,False,0,42,0,56,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,required,deepseek-ai/deepseek-llm-7b-chat,44,0.3,high,1,221,0.0,0.0,0.0,1771286162_42,0,0,0,0,False,0,42,0,56,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,93,,False,tool_check_inbox,110,2,required,deepseek-ai/deepseek-llm-7b-chat,44,0.3,high,3,223,0.0,0.0,0.0,1771286195_42,0,0,0,0,False,0,42,0,56,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,33,,False,tool_check_inbox,55,1,optional,meta-llama/Llama-3.1-8B-Instruct,45,0.3,high,0,225,0.0,0.0,0.0,1771286196_42,0,0,0,0,False,0,42,0,56,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,27,,False,tool_check_inbox,63,3,optional,meta-llama/Llama-3.1-8B-Instruct,45,0.3,high,3,228,0.0,0.0,0.0,1771286226_42,0,0,0,0,False,0,42,0,56,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,optional,meta-llama/Llama-3.1-8B-Instruct,45,0.3,high,1,226,0.0,0.0,0.0,1771286227_42,0,0,0,0,False,0,42,0,56,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1899.5637677660234,50,0,0,0,0,0,0,0,0,0,1,17,,False,tool_check_inbox,37,4,optional,meta-llama/Llama-3.1-8B-Instruct,45,0.3,high,4,229,0.0,0.0,0.0,1771286273_42,0,0,0,0,False,0,42,1,27,False
3,0,0,0,0,0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2189.4282821567463,0,60,0,0,0,0,0,0,0,0,1,3,,False,tool_check_inbox,8,2,optional,allenai/OLMo-2-1124-13B-Instruct,46,0.3,high,0,230,0.0,0.0,0.0,1771286274_42,0,0,0,0,False,0,42,2,11,False
2,0,0,0,0,0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-242.44064023048435,0,50,0,0,0,0,0,0,0,0,1,3,,False,tool_check_inbox,6,2,optional,allenai/OLMo-2-1124-13B-Instruct,46,0.3,high,2,232,0.0,0.0,0.0,1771286308_42,0,0,0,0,False,0,42,2,8,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2788.7504369269845,100,0,0,0,0,0,0,0,0,0,1,10,,False,tool_check_inbox,16,3,optional,allenai/OLMo-2-1124-13B-Instruct,46,0.3,high,3,233,0.0,0.0,0.0,1771286371_42,0,0,0,0,False,0,42,1,20,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1780.6914182160033,88,0,0,0,0,0,0,0,0,0,1,24,,False,tool_check_inbox,61,4,optional,allenai/OLMo-2-1124-13B-Instruct,46,0.3,high,4,234,0.0,0.0,0.0,1771286526_42,0,0,0,0,False,0,42,4,11,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,optional,deepseek-ai/deepseek-llm-7b-chat,47,0.3,high,0,235,0.0,0.0,0.0,1771286532_42,0,0,0,0,False,0,42,0,56,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,optional,deepseek-ai/deepseek-llm-7b-chat,47,0.3,high,2,237,0.0,0.0,0.0,1771286556_42,0,0,0,0,False,0,42,0,56,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,55,,False,tool_check_inbox,162,6,required,meta-llama/Llama-3.1-8B-Instruct,48,0.4,low,0,240,0.0,0.0,0.0,1771286707_42,0,0,0,0,False,0,42,0,56,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-903.9425131763317,50,0,0,0,0,0,0,0,0,0,1,20,,False,tool_check_inbox,32,2,required,meta-llama/Llama-3.1-8B-Instruct,48,0.4,low,1,241,0.0,0.0,0.0,1771286859_42,0,0,0,0,False,0,42,1,34,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,39,,False,tool_check_inbox,56,3,required,meta-llama/Llama-3.1-8B-Instruct,48,0.4,low,2,242,0.0,0.0,0.0,1771287010_42,0,0,0,0,False,0,42,0,59,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4431.053465619234,100,0,0,0,0,0,0,0,0,0,1,20,,False,tool_check_inbox,42,2,required,meta-llama/Llama-3.1-8B-Instruct,48,0.4,low,4,244,0.0,0.0,0.0,1771287013_42,0,0,0,0,False,0,42,1,26,False
4,0,0,0,0,0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1610.0165683359828,0,45,0,0,0,0,0,0,0,0,1,10,,False,tool_check_inbox,24,6,required,allenai/OLMo-2-1124-13B-Instruct,49,0.4,low,2,247,0.0,0.0,0.0,1771287069_42,0,0,0,0,False,0,42,2,20,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3741.0633201304836,94,0,0,0,0,0,0,0,0,0,1,15,,False,tool_check_inbox,16,1,required,allenai/OLMo-2-1124-13B-Instruct,49,0.4,low,3,248,0.0,0.0,0.0,1771287278_42,0,0,0,0,False,0,42,2,18,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1766.7669813915015,50,0,0,0,0,0,0,0,0,0,1,14,,False,tool_check_inbox,23,3,required,allenai/OLMo-2-1124-13B-Instruct,49,0.4,low,4,249,0.0,0.0,0.0,1771287320_42,0,0,0,0,False,0,42,2,29,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,required,deepseek-ai/deepseek-llm-7b-chat,50,0.4,low,0,250,0.0,0.0,0.0,1771287321_42,0,0,0,0,False,0,42,0,56,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,46,,False,tool_check_inbox,55,1,required,deepseek-ai/deepseek-llm-7b-chat,50,0.4,low,1,251,0.0,0.0,0.0,1771287348_42,0,0,0,0,False,0,42,0,56,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,54,,False,tool_check_inbox,55,1,required,deepseek-ai/deepseek-llm-7b-chat,50,0.4,low,2,252,0.0,0.0,0.0,1771287350_42,0,0,0,0,False,0,42,0,56,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,required,deepseek-ai/deepseek-llm-7b-chat,50,0.4,low,3,253,0.0,0.0,0.0,1771287380_42,0,0,0,0,False,0,42,0,56,False
2,0,0,0,0,0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1717.0313355844864,50,0,0,0,0,0,0,0,0,0,1,3,,False,tool_check_inbox,5,1,optional,meta-llama/Llama-3.1-8B-Instruct,51,0.4,low,0,255,0.0,0.0,0.0,1771287555_42,0,0,0,0,False,0,42,1,6,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,40,,False,tool_check_inbox,112,3,optional,meta-llama/Llama-3.1-8B-Instruct,51,0.4,low,1,256,0.0,0.0,0.0,1771287559_42,0,0,0,0,False,0,42,0,59,False
2,0,0,0,0,0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-835.2837737819434,50,0,0,0,0,0,0,0,0,0,1,4,,False,tool_check_inbox,6,1,optional,meta-llama/Llama-3.1-8B-Instruct,51,0.4,low,2,257,0.0,0.0,0.0,1771287583_42,0,0,0,0,False,0,42,1,7,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4162.049723032248,100,0,0,0,0,0,0,0,0,0,1,6,,False,tool_check_inbox,10,1,optional,meta-llama/Llama-3.1-8B-Instruct,51,0.4,low,3,258,0.0,0.0,0.0,1771287660_42,0,0,0,0,False,0,42,1,11,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-669.9324737800014,52,0,0,0,0,0,0,0,0,0,1,4,,False,tool_check_inbox,19,6,optional,meta-llama/Llama-3.1-8B-Instruct,51,0.4,low,4,259,0.0,0.0,0.0,1771287697_42,0,0,0,0,False,0,42,1,15,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.20451532280026,0,100,0,0,0,0,0,0,0,0,1,7,,False,tool_check_inbox,17,3,optional,allenai/OLMo-2-1124-13B-Instruct,52,0.4,low,1,261,0.0,0.0,0.0,1771287698_42,0,0,0,0,False,0,42,3,24,False
3,0,0,0,0,0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3150.349307089364,0,101,0,0,0,0,0,0,0,0,1,5,,False,tool_check_inbox,14,5,optional,allenai/OLMo-2-1124-13B-Instruct,52,0.4,low,2,262,0.0,0.0,0.0,1771287777_42,0,0,0,0,False,0,42,4,12,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,optional,deepseek-ai/deepseek-llm-7b-chat,53,0.4,low,1,266,0.0,0.0,0.0,1771287837_42,0,0,0,0,False,0,42,0,56,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-481.2890997688996,43,0,0,0,0,0,0,0,0,0,1,42,,False,tool_check_inbox,79,3,optional,allenai/OLMo-2-1124-13B-Instruct,52,0.4,low,4,264,0.0,0.0,0.0,1771287838_42,0,0,0,0,False,0,42,2,26,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,optional,deepseek-ai/deepseek-llm-7b-chat,53,0.4,low,2,267,0.0,0.0,0.0,1771287865_42,0,0,0,0,False,0,42,0,56,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,38,,False,tool_check_inbox,54,2,optional,deepseek-ai/deepseek-llm-7b-chat,53,0.4,low,3,268,0.0,0.0,0.0,1771287914_42,0,0,0,0,False,0,42,0,56,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,42,,False,tool_check_inbox,55,1,optional,deepseek-ai/deepseek-llm-7b-chat,53,0.4,low,4,269,0.0,0.0,0.0,1771287916_42,0,0,0,0,False,0,42,0,56,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,41,,False,tool_check_inbox,54,2,required,meta-llama/Llama-3.1-8B-Instruct,54,0.4,high,0,270,0.0,0.0,0.0,1771287969_42,0,0,0,0,False,0,42,0,56,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,43,,False,tool_check_inbox,106,5,required,meta-llama/Llama-3.1-8B-Instruct,54,0.4,high,1,271,0.0,0.0,0.0,1771288008_42,0,0,0,0,False,0,42,0,56,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2598.8177674523004,0,89,0,0,0,0,0,0,0,0,1,6,,False,tool_check_inbox,11,2,required,meta-llama/Llama-3.1-8B-Instruct,54,0.4,high,3,273,0.0,0.0,0.0,1771288092_42,0,0,0,0,False,0,42,1,13,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,48,,False,tool_check_inbox,54,1,required,meta-llama/Llama-3.1-8B-Instruct,54,0.4,high,4,274,0.0,0.0,0.0,1771288175_42,0,0,0,0,False,0,42,0,56,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.67640543372875,0,50,0,0,0,0,0,0,0,0,1,7,,False,tool_check_inbox,13,3,required,allenai/OLMo-2-1124-13B-Instruct,55,0.4,high,1,276,0.0,0.0,0.0,1771288179_42,0,0,0,0,False,0,42,2,14,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11647.501179898854,0,457,0,0,0,0,0,0,0,0,1,7,,False,tool_check_inbox,11,2,required,allenai/OLMo-2-1124-13B-Instruct,55,0.4,high,2,277,0.0,0.0,0.0,1771288214_42,0,0,0,0,False,0,42,3,17,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1063.6119778276177,50,0,0,0,0,0,0,0,0,0,1,36,,False,tool_check_inbox,88,8,required,allenai/OLMo-2-1124-13B-Instruct,55,0.4,high,4,279,0.0,0.0,0.0,1771288278_42,0,0,0,0,False,0,42,3,30,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,41,,False,tool_check_inbox,55,1,required,deepseek-ai/deepseek-llm-7b-chat,56,0.4,high,2,282,0.0,0.0,0.0,1771288311_42,0,0,0,0,False,0,42,0,56,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,required,deepseek-ai/deepseek-llm-7b-chat,56,0.4,high,1,281,0.0,0.0,0.0,1771288312_42,0,0,0,0,False,0,42,0,56,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,112,,False,tool_check_inbox,112,0,required,deepseek-ai/deepseek-llm-7b-chat,56,0.4,high,4,284,0.0,0.0,0.0,1771288342_42,0,0,0,0,False,0,42,0,56,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,30,,False,tool_check_inbox,136,9,optional,meta-llama/Llama-3.1-8B-Instruct,57,0.4,high,2,287,0.0,0.0,0.0,1771288389_42,0,0,0,0,False,0,42,0,59,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,23,,False,tool_check_inbox,63,9,optional,meta-llama/Llama-3.1-8B-Instruct,57,0.4,high,4,289,0.0,0.0,0.0,1771288460_42,0,0,0,0,False,0,42,0,56,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-528.8770021673719,50,0,0,0,0,0,0,0,0,0,1,7,,False,tool_check_inbox,26,6,optional,allenai/OLMo-2-1124-13B-Instruct,58,0.4,high,1,291,0.0,0.0,0.0,1771288548_42,0,0,0,0,False,0,42,2,34,False
